"","Genedataset1.FC","Genedataset1.FDR","Genedataset2.FC","Genedataset2.FDR","Genedataset3.FC","Genedataset3.FDR","Genedataset4.FC","Genedataset4.FDR","Count"
"UCP1","0.737876306804031","0.345822676433711","1.33741593355237","0.18661685962777","no value","no value","0.909061805317751","0.000823757983976539",-1
"UCP2","0.362734904517944","0.000101013447196775","1.20926586558302","0.572442804204877","no value","no value","0.914295078278958","0.140876209705402",-1
"UCP3","1.02322402238358","0.0100498025482935","0.867569440211545","0.000310400149846032","no value","no value","0.891974208570935","0.00299719970292031",-1
"UEV3","0.622859272314373","0.0691035548591548","0.944488929069909","0.955288378629427","no value","no value","no value","no value",-1
"UEVLD","no value","no value","no value","no value","no value","no value","0.982852557549728","0.2940393862042",0
"UFC1","0.433288760613976","0.00108039171646936","0.772092570196183","0.747063450533226","no value","no value","0.983460314199482","0.0376259611461179",-2
"UFD1L","0.616131464844885","9.53461882768581e-05","0.855212371667924","0.763980874221932","no value","no value","1.04442048873438","0.387558605449643",-1
"UFM1","0.536183033889954","0.00206460632547134","0.983407211924622","0.958807496626385","no value","no value","1.02538631763271","0.783047841450785",-1
"UFSP1","no value","no value","no value","no value","no value","no value","0.85100716140627","0.00389030884419064",-1
"UFSP2","no value","no value","no value","no value","no value","no value","1.10149429132588","0.00333789587148285",1
"UGCG","0.616200408603861","0.00234330451169919","2.73868944091785","0.260592389240871","no value","no value","1.08050373841262","0.26057716712278",-1
"UGCGL1","0.642445709434218","0.000241468544108118","0.622910904705809","0.451633506675249","no value","no value","no value","no value",-1
"UGCGL2","0.35345374173061","0.00879260752025563","0.832491262086082","0.690814349407807","no value","no value","no value","no value",-1
"UGDH","0.551425781934268","0.000228990873886451","6.33266931203251","4.19245398825206e-11","no value","no value","1.09438784808893","0.216581099257561",0
"UGGT1","no value","no value","no value","no value","no value","no value","0.93773364311565","0.0872131411180188",-1
"UGGT2","no value","no value","no value","no value","no value","no value","0.941798736961895","0.0490492078872606",-1
"UGP2","0.589678856748147","0.00194146347565343","3.01194129675396","0.227836313108692","no value","no value","0.983193349088853","0.448511762442626",-1
"UGT1A1","0.589753224206406","0.000411129375024535","0.919125659006485","7.86371917858297e-07","0.759425131599812","8.39873153669544e-07","no value","no value",-3
"UGT1A10","0.820774237324846","0.0168848625519484","no value","no value","no value","no value","0.738616472555334","0.000622080927865255",-2
"UGT1A3","0.325930891253204","2.35690267494148e-10","0.523864095185184","0.00032300062816852","no value","no value","0.966708300137963","0.403749275786032",-2
"UGT1A6","0.333291279358262","2.1464574113844e-09","0.499089836732767","1.38851833714832e-06","no value","no value","0.872708326989768","0.0406423799582814",-3
"UGT1A7","1.13236777070306","0.00165169283343523","no value","no value","0.994360737036079","0.646420648490552","no value","no value",1
"UGT1A8","no value","no value","no value","no value","no value","no value","1.07231176069931","0.357773139220804",0
"UGT1A9","1.03146883728453","0.183734181467984","no value","no value","no value","no value","1.02385861334408","0.755895185964273",0
"UGT2A1","0.982114186678361","0.749813534922409","no value","no value","no value","no value","0.950750730816761","0.00625263214370712",-1
"UGT2A3","1.01980499992141","0.742137202496077","0.995566728543276","0.926093687195315","no value","no value","no value","no value",0
"UGT2B10","no value","no value","no value","no value","no value","no value","0.948898147088653","0.000630853029391948",-1
"UGT2B11","1.11331105167367","0.000180267225099706","no value","no value","no value","no value","0.887088186723855","0.0450494330491123",0
"UGT2B15","no value","no value","no value","no value","no value","no value","0.702015219249102","0.0001362042491933",-1
"UGT2B17","0.708306428066582","0.00426263738134845","no value","no value","no value","no value","no value","no value",-1
"UGT2B28","1.02508108779594","0.487902193267691","no value","no value","no value","no value","1.04637764482567","0.213347268005739",0
"UGT2B4","0.903504763315222","0.00308496733032208","no value","no value","no value","no value","0.968743745114079","0.460451060366835",-1
"UGT2B7","0.457292052433012","5.21135908709136e-05","no value","no value","no value","no value","1.03413406677416","0.358966339736188",-1
"UGT3A1","3.55037337408072","8.38851920984439e-08","3.90727312815361","1.24018185262091e-15","no value","no value","no value","no value",2
"UGT3A2","2.73182296682247","7.05273528221222e-08","2.77404430565569","9.62831064043145e-09","no value","no value","1.03455675027621","0.769465179009423",2
"UGT8","1.01659946166791","0.812014062037527","no value","no value","no value","no value","1.55161156987088","0.0200352874954107",1
"UHMK1","0.391967864938142","7.23582498321615e-05","1.0467215939437","0.572069065636605","no value","no value","0.892992220861269","0.0495660890662855",-2
"UHRF1","0.696943010646717","0.153685672465012","0.557177590150006","0.0472390979535803","no value","no value","0.836457760782361","0.0147281434829117",-2
"UHRF1BP1","no value","no value","no value","no value","no value","no value","1.02167318039893","0.645332253741368",0
"UHRF1BP1L","no value","no value","no value","no value","no value","no value","0.875963602603898","0.00513116324006549",-1
"UHRF2","0.514742698351056","7.50605939901723e-05","2.43749864240083","0.19077067005649","no value","no value","1.11625388057847","0.143442517933408",-1
"UIMC1","no value","no value","no value","no value","no value","no value","1.03210908001718","0.55351228254123",0
"ULBP1","0.90577802835337","0.734872670939127","9.69376876522049","0.0103335296599253","no value","no value","1.26433014616799","0.401955947581639",1
"ULBP2","0.438218906491379","8.17055783779934e-08","0.931314817442728","0.994074617057811","no value","no value","1.00989216674946","0.891965636602325",-1
"ULBP3","0.995527276868015","0.992275665556056","2.35969594342263","0.0074915580669917","no value","no value","0.748515731396555","0.00059431186378569",0
"ULK1","0.592666448615756","0.0696123127023984","0.85419398977241","3.05445965608239e-06","no value","no value","0.99985190770855","0.918567206687181",-2
"ULK2","0.490603337356067","0.00044967714509556","0.933537939159206","0.534646256901376","no value","no value","0.774149948168379","0.0774598778139877",-2
"ULK3","no value","no value","no value","no value","no value","no value","0.800842248130886","0.0425418525872639",-1
"ULK4","no value","no value","no value","no value","no value","no value","0.593529301108977","1.3192342772899e-07",-1
"UMOD","0.507351444215153","1.12871877329992e-06","no value","no value","no value","no value","no value","no value",-1
"UMODL1","no value","no value","no value","no value","no value","no value","0.763442165323448","0.00960448892294151",-1
"UMPS","0.499562426336968","0.00365264472201715","0.517550273202958","0.431562596314688","no value","no value","0.921946753876955","0.025487537878631",-2
"UNC119","0.567923186630546","5.20850237612933e-05","0.925918582365617","0.378937197123293","no value","no value","0.735371884221589","0.000192391521497548",-2
"UNC119B","no value","no value","no value","no value","no value","no value","0.995123214799868","0.575006367543782",0
"UNC13A","no value","no value","no value","no value","no value","no value","2.56724408495532","0.00140743768983275",1
"UNC13B","0.533446307733496","0.000508023391193513","2.37996130102169","0.644633968990813","no value","no value","1.08679858222141","0.00781223067911701",0
"UNC13C","no value","no value","no value","no value","no value","no value","0.641735702969873","0.000214429318759403",-1
"UNC13D","0.3429691050699","3.01133623328421e-05","0.213264182104259","0.0011318932066658","no value","no value","0.817049256418196","0.00405380269261602",-3
"UNC45A","0.445524237436639","3.65842667413466e-05","0.266610586390358","0.0665770868383137","no value","no value","0.828171075285875","0.00970757958106927",-3
"UNC45B","0.714724790242839","0.00953382210110846","0.619213414788521","0.000224591608170903","no value","no value","1.06728022509472","0.0497913844783475",-1
"UNC50","0.694584297215629","4.29518345915546e-05","1.98266287168796","0.218382863681501","no value","no value","0.956885151277683","0.195073130061493",-1
"UNC5A","0.662217931056629","0.205794592600203","7.35522375256378","5.28726285102111e-07","no value","no value","1.39684727026445","0.198531325219907",1
"UNC5B","0.598347297586448","0.00291882394270565","1.0714980448972","0.926637336732274","no value","no value","0.908292546344149","0.0124246105617313",-2
"UNC5C","1.09955049268985","0.663167282366535","16.786526613303","2.78180020986627e-09","no value","no value","2.01582917883112","0.0448189195916365",2
"UNC5CL","0.249644249704611","5.38153195090537e-17","0.325959733369375","1.53976617285664e-08","no value","no value","0.669944573888854","4.9577470602644e-06",-3
"UNC5D","0.566178593068793","0.000761664666218282","no value","no value","no value","no value","no value","no value",-1
"UNC80","no value","no value","no value","no value","no value","no value","2.37223299357311","0.00480009393004336",1
"UNC84A","0.723186878780715","0.0125847958841851","0.723689787013749","0.00165278407793246","no value","no value","no value","no value",-2
"UNC84B","0.650783819551302","6.57086249748817e-05","Inf","0.0262343431618198","no value","no value","no value","no value",0
"UNC93A","0.435817429727197","9.59244236424246e-06","0.339246544740591","9.60633199101043e-05","no value","no value","no value","no value",-2
"UNC93B1","no value","no value","no value","no value","no value","no value","0.737936469045478","0.000139862817681455",-1
"UNG","0.60208334349466","0.0054142954720744","1.07313945777404","0.865071647648792","0.990037323213286","0.937801228393634","0.974759212643248","0.191381069678472",-1
"UNG2","0.421570562052515","1.45917423660115e-05","0.780710757236799","0.667670640611238","no value","no value","no value","no value",-1
"UNK","no value","no value","no value","no value","no value","no value","0.565966096041183","3.17718146733105e-06",-1
"UNKL","0.448652161186973","1.1498954365082e-05","1.88316764122687","0.19738902033844","no value","no value","0.78644003480752","0.000526854673101215",-2
"UNQ1912","0.590643323080544","0.00856241184672034","1.00360417422572","0.993186589533104","no value","no value","no value","no value",-1
"UNQ1940","1.00588237584797","0.946414361320982","0.84904460232946","0.0171108469826758","no value","no value","no value","no value",-1
"UNQ2446","1.42222146791987","0.0033547421299152","0.950395286870976","0.167102256534634","no value","no value","no value","no value",1
"UNQ2541","0.503457949007314","8.90649441355523e-10","no value","no value","no value","no value","no value","no value",-1
"UNQ3033","0.35627090359559","2.43698643220622e-05","0.191884336702406","0.000235586627914572","no value","no value","no value","no value",-2
"UNQ3045","0.579149113090242","1.09537052587954e-05","no value","no value","no value","no value","no value","no value",-1
"UNQ467","0.555366482051539","3.06834707456098e-05","0.45132787298535","3.43081702869468e-05","no value","no value","no value","no value",-2
"UNQ473","0.471927789929511","4.6658595848619e-06","0.421534223937081","4.89390817531969e-05","no value","no value","no value","no value",-2
"UNQ5810","0.81536897763036","0.00566708545169325","0.774137010321982","0.00083565282775993","no value","no value","no value","no value",-2
"UNQ6411","0.559025119767462","9.45845847233671e-08","0.569244206613926","2.51593694078437e-06","no value","no value","no value","no value",-2
"UNQ689","0.590385412133808","7.24693097154569e-05","no value","no value","no value","no value","no value","no value",-1
"UNQ739","1.51034838168908","0.386660339090367","3.09197894544958","8.78367702421946e-06","no value","no value","no value","no value",1
"UNQ830","0.869934918383447","0.293929968818496","0.764449903772574","0.000184956480288184","no value","no value","no value","no value",-1
"UNQ846","0.688127530288645","0.00178928622111273","no value","no value","no value","no value","no value","no value",-1
"UNQ9217","0.51647981542973","0.000115319610478897","1.35149875751714","0.65454348909769","no value","no value","no value","no value",-1
"UNQ9356","0.738032475048402","0.00732312861389733","no value","no value","no value","no value","no value","no value",-1
"UNQ9391","0.377958030348816","6.86184320792935e-10","0.388655062181024","3.93951236519011e-09","no value","no value","no value","no value",-2
"UNQ9433","0.522755999541847","0.00659778654005475","1.27679328086773","0.734091475211577","no value","no value","no value","no value",-1
"UNQ9438","0.517311158813113","4.40795906746457e-08","0.425381858275676","0.0264864531621618","no value","no value","no value","no value",-2
"UOX","no value","no value","no value","no value","no value","no value","0.99706450676605","0.835894371100004",0
"UPB1","0.833815850382374","0.00128932492487964","0.784789033799426","6.3239748385912e-06","no value","no value","1.95151211164888","6.79775628879533e-05",-1
"UPF1","no value","no value","no value","no value","no value","no value","0.717240562512396","4.10783794739846e-07",-1
"UPF2","0.658025560970952","0.000125290994746589","1.44516292416254","0.486461637135266","no value","no value","1.02029979429995","0.693758812795371",-1
"UPF3A","0.446031092839204","0.0396670859765498","0.374100644803501","0.000331203483261911","no value","no value","0.754218115019489","0.000975358056351089",-3
"UPF3B","0.435760041140311","0.145255332210215","no value","no value","no value","no value","no value","no value",0
"UPK1A","0.483806907870804","1.0138967730816e-07","0.538311062779815","0.000445672084175075","no value","no value","0.814579168759563","0.000475162598408775",-3
"UPK1B","0.566827848558705","1.54431421715358e-05","0.694955463141727","0.00828684805528","no value","no value","0.865400576005143","0.159857790559732",-2
"UPK2","0.316229016915329","2.61844959669969e-05","0.331014990036243","2.87427195064758e-09","no value","no value","0.677368638444389","1.57763360428255e-05",-3
"UPK3A","0.728347298549703","0.0859506347646436","0.684139235870775","0.00192783070674259","no value","no value","1.03978437016196","0.775407016405128",-2
"UPK3B","0.512979262178763","1.35989007887476e-08","0.588882842805936","0.00315599510164824","no value","no value","0.910074641795015","0.0427823879154139",-3
"UPP1","0.60716120013749","3.84611669011787e-06","0.815591873713657","0.781962412338089","no value","no value","0.654338966254529","5.85883051399493e-06",-2
"UPP2","0.931923992315901","0.315461928827362","0.895558697342803","0.00999110440145828","no value","no value","0.987515593352494","0.221845696216429",-1
"UQCC","no value","no value","no value","no value","no value","no value","0.919214147843971","0.499569319360248",0
"UQCR","0.641775155061042","3.60676550104088e-06","2.185475901683","0.0958784961770351","no value","no value","no value","no value",0
"UQCRB","0.681176550087182","0.0670715287511799","0.654874286368388","0.745828111420762","no value","no value","0.975131372079971","0.397015635136838",-1
"UQCRC1","0.816156910818009","6.97832177854863e-05","0.58222528855162","0.283487245327994","no value","no value","0.768936798536433","0.00174823154997309",-2
"UQCRC2","0.637615729119367","0.00416964792650793","1.35256337135026","0.753544683858665","no value","no value","1.02474666500214","0.487598618617714",-1
"UQCRFS1","0.543605250893096","0.00133055665590398","2.83066792522089","0.379927822039387","no value","no value","1.04637031604735","0.400393080925162",-1
"UQCRH","0.49771193414959","4.14922332263797e-06","1.26856077912317","0.745374427772075","no value","no value","0.964808150306805","0.1185404909229",-1
"UQCRHL","no value","no value","no value","no value","no value","no value","0.841639279407401","0.000665645381439231",-1
"UQCRQ","no value","no value","no value","no value","no value","no value","0.916624484410698","0.0415435434607386",-1
"URB","0.419122157724544","3.96357826102854e-10","0.510523424659688","1.06021726246662e-05","no value","no value","no value","no value",-2
"URB1","no value","no value","no value","no value","no value","no value","0.974770701048327","0.273669029446284",0
"URB2","no value","no value","no value","no value","no value","no value","0.957557057042094","0.0539382591368625",-1
"URGCP","no value","no value","no value","no value","no value","no value","1.00302046211058","0.926019548402915",0
"URM1","no value","no value","no value","no value","no value","no value","0.950082835541127","0.123616546518059",0
"UROC1","0.630669634979073","1.33583196267774e-05","0.846504839566628","6.85141470145305e-07","no value","no value","0.809610034126727","6.51115725192055e-05",-3
"UROD","0.766843868013439","0.00194162226452179","1.51982757594424","0.481502862161023","no value","no value","1.10320275220096","0.0217988530632327",0
"UROS","0.572515426954977","9.16797907318127e-07","0.515954305959896","5.65723985961843e-11","no value","no value","1.24777517208288","0.0121172707647306",-1
"URP2","1.18846240925098","0.0178671892061117","1.16847886466194","0.00827627011283213","no value","no value","no value","no value",2
"USE1","no value","no value","no value","no value","no value","no value","1.04442033429581","0.428446969912187",0
"USF1","0.824563845999565","0.00368806657010569","Inf","2.43754953379495e-05","no value","no value","0.990851553121791","0.337387680896798",0
"USF2","0.501116159307069","0.00289127859680292","no value","no value","no value","no value","1.01894060067954","0.861305912299034",-1
"USH1C","0.643536084232777","0.150875031618326","6.80454404510763","2.3272292995374e-05","no value","no value","0.83535277046585","0.0012482937705074",0
"USH1G","no value","no value","no value","no value","no value","no value","0.947084975077592","0.194091450147388",0
"USH2A","0.737534365010879","0.0699975491872723","no value","no value","no value","no value","0.651538569576278","5.44605743755232e-09",-2
"USH3A","0.915546516461928","0.186593082960689","0.809629862682542","0.000543705120228169","no value","no value","no value","no value",-1
"USHBP1","0.786316135585511","0.004730090567333","0.778859736578055","3.1908101138632e-05","no value","no value","1.08794113286029","0.0772259764212139",-1
"USMG5","0.669863011655824","0.00277043909661625","0.892529726507295","0.824458086430731","no value","no value","0.875889862260015","0.028524246149739",-2
"USO1","no value","no value","no value","no value","no value","no value","1.07474147058005","0.268115414046772",0
"USP1","0.487268145339218","4.44233822804259e-07","Inf","0.0567907423062283","no value","no value","0.715326136617145","0.0656711317935631",-1
"USP10","0.584856787958621","5.19577528786185e-06","0.636077135489173","0.000698348659498725","no value","no value","1.00553841411502","0.94191341725429",-2
"USP11","0.839434514494967","0.746949805071811","Inf","1.38079390628779e-08","no value","no value","no value","no value",1
"USP12","no value","no value","no value","no value","no value","no value","1.11716992308708","0.125480856076836",0
"USP13","0.662839267629124","0.0213875805665642","2.22548023650207","0.121698824571782","no value","no value","0.816737458011649","0.00509271019837136",-2
"USP14","0.55495354535834","0.00338195064140126","Inf","0.000469614074146896","no value","no value","0.998332968010412","0.573458424214671",0
"USP15","0.672033776704267","0.000261247377823103","0.521471618369234","0.705164552164484","no value","no value","0.972098011202793","0.203614680545761",-1
"USP16","0.636996133953371","0.0294537400104401","no value","no value","no value","no value","0.898760560794046","0.0251689461126965",-2
"USP18","0.244747360214295","5.98706282537949e-05","0.421053732217621","0.0215442618933109","no value","no value","0.973341681487799","0.322262697229682",-2
"USP19","no value","no value","no value","no value","no value","no value","0.711494412305863","3.01043715866384e-07",-1
"USP2","0.507281035724841","0.000107810848327004","1.4915171065927","0.557143144089511","no value","no value","0.904343760372652","0.342842254003767",-1
"USP20","0.624218990552892","0.00513473238854574","4.72541398657481","0.0647761131297643","no value","no value","1.17493885053659","0.00131822368240584",1
"USP21","0.695736841287276","0.00577164019880147","2.27766181914558","0.042942065469981","no value","no value","0.793165988550156","0.000979473610549924",-1
"USP22","no value","no value","no value","no value","no value","no value","0.998836629563675","0.834758507601823",0
"USP24","no value","no value","no value","no value","no value","no value","1.15716097196666","0.0954387906637952",1
"USP25","0.636481847496858","0.000254069065782577","Inf","0.156083167780403","no value","no value","0.802680740978211","0.00109478525689774",-2
"USP26","0.952333792406394","0.702967766458735","no value","no value","no value","no value","no value","no value",0
"USP28","no value","no value","no value","no value","no value","no value","1.08922237162371","0.668521205510105",0
"USP29","0.659727982097949","0.00483806169986065","0.915490521702998","4.01728747890762e-10","0.794828340679985","3.06950068935524e-07","no value","no value",-3
"USP3","no value","no value","no value","no value","no value","no value","0.876602327865455","0.0581791417129978",-1
"USP30","0.639279179185546","0.000382986525415603","no value","no value","no value","no value","0.956433649357245","0.0854818180328399",-2
"USP31","0.544239255384665","0.00158772431406046","0.531590380726473","0.264489436595659","no value","no value","0.838018514573377","0.00200519050895813",-2
"USP32","0.667941155301687","0.00962925255915975","2.02661122057058","0.0391380704520267","no value","no value","1.10962639374055","0.992200640859224",0
"USP33","0.467382632489825","5.9007461501016e-06","5.02174315316944","0.00771986816988326","no value","no value","1.02605162906605","0.613786613200366",0
"USP34","1.01870830467352","0.645793346840731","no value","no value","no value","no value","0.981130287934974","0.530715567933025",0
"USP35","no value","no value","no value","no value","no value","no value","0.972499078019667","0.00136800348457171",-1
"USP36","no value","no value","no value","no value","no value","no value","0.954705042449605","0.151443435376093",0
"USP37","0.516470047589098","0.000442497143841048","Inf","0.0154566854720318","no value","no value","1.23016360832757","0.130661066399943",0
"USP38","0.401069281400268","0.00763346398600065","Inf","0.00643738171961585","no value","no value","1.08106666992198","0.497089272415701",0
"USP39","0.492897496091681","0.000841416084355667","1.74966530992929","0.500237533480385","no value","no value","0.95363847894644","0.0273124502933899",-2
"USP4","0.819899097570934","0.00729581684207642","Inf","0.316220437097278","no value","no value","3.50705318416976","0.0362586047736398",0
"USP40","no value","no value","no value","no value","no value","no value","0.822044061991468","0.000884936965329568",-1
"USP42","no value","no value","no value","no value","no value","no value","0.851609806158257","0.0087878138759351",-1
"USP43","no value","no value","no value","no value","no value","no value","0.755651724999367","0.000676801615960529",-1
"USP44","1.39501382677712","0.00598995092883899","1.17652881017523","4.90201650838423e-05","no value","no value","5.07670684074941","1.33461717658539e-05",3
"USP45","no value","no value","no value","no value","no value","no value","1.0422952521494","0.716985307508422",0
"USP46","no value","no value","no value","no value","no value","no value","0.864179690544398","0.000368249845933968",-1
"USP47","no value","no value","no value","no value","no value","no value","1.15508348726443","0.427672149088918",0
"USP48","0.710495101084983","0.000401176971346074","2.71246108872744","0.155011106586327","no value","no value","0.947839637030556","0.277677968833527",-1
"USP49","0.407867823372739","0.00354431134657109","1.71208593770213","0.361716429484298","no value","no value","0.934820992768796","0.0696927101067988",-2
"USP5","0.496499224718631","5.56498662639288e-05","0.952437256082119","0.908236847961688","no value","no value","0.99575145601872","0.524780282215132",-1
"USP51","0.8571987246833","0.866421022010402","6.81459652854","6.24930450846977e-10","no value","no value","no value","no value",1
"USP52","1.03316983201592","3.5221818366218e-05","0.990628275348228","0.332594551694118","no value","no value","no value","no value",1
"USP53","no value","no value","no value","no value","no value","no value","1.01376572762922","0.490486186521047",0
"USP54","1.20575121168081","0.0012771642214778","no value","no value","no value","no value","1.01048024692847","0.581146251218881",1
"USP6","0.597314160106077","8.53754467693539e-06","0.499874365794492","1.43239232943103e-05","no value","no value","0.905152266598478","0.00294404467234647",-3
"USP6NL","0.388337180239815","0.00775334080966665","1.10926640554497","0.764074189756921","no value","no value","0.960024576242861","0.352242324195135",-1
"USP7","0.377802874393156","0.00147290240697675","0.550732665164112","0.000170230915406993","no value","no value","0.641855768813193","0.00028781020306236",-3
"USP8","0.43685745236229","0.00508987505317751","0.112176414189837","0.41564308173348","no value","no value","1.09244549933642","0.133285625410354",-1
"USP9X","1.04801859147286","0.172756563927494","no value","no value","no value","no value","no value","no value",0
"USPL1","0.519912363405192","0.00705675977207946","no value","no value","no value","no value","1.12907922669704","0.0247136084731676",0
"UST","0.666609263382933","0.000272519327040845","1.1330564644591","0.901363101954571","no value","no value","1.41760546031346","0.15428216833504",-1
"UTF1","2.71789313855243","1.246952630979e-05","11.7558215298563","6.31723237131316e-31","no value","no value","1.61551693954777","0.0361216881056095",3
"UTP11L","0.681386730312669","0.00774780016805613","1.29248922921402","0.402171321214529","no value","no value","1.02954848831203","0.768675767520354",-1
"UTP14A","0.609110349501513","0.163355049004276","18.9225303224888","3.79386091408853e-11","no value","no value","no value","no value",1
"UTP14C","1.02713236581957","0.13492317309901","no value","no value","no value","no value","0.993759470648989","0.51528494102228",0
"UTP15","no value","no value","no value","no value","no value","no value","1.06148990630763","0.592125723271165",0
"UTP18","no value","no value","no value","no value","no value","no value","1.01971724516707","0.848858554149445",0
"UTP20","0.454821801047451","0.00010131848167654","0.644914113625189","0.435531127147228","no value","no value","0.938375021810234","0.0591919059747445",-2
"UTP23","no value","no value","no value","no value","no value","no value","0.998013441384536","0.493322986607379",0
"UTP3","no value","no value","no value","no value","no value","no value","1.14589439251437","0.00866150863454408",1
"UTP6","no value","no value","no value","no value","no value","no value","0.871301344271369","0.0191090641201985",-1
"UTRN","no value","no value","no value","no value","no value","no value","0.944391652834157","0.0760247949675298",-1
"UTS2","0.708063896492544","0.00335780291283666","no value","no value","no value","no value","0.737036631348138","4.83329622128533e-05",-2
"UTS2D","1.04411369718888","0.491083851805224","no value","no value","no value","no value","0.950290942566359","0.239689196294555",0
"UTS2R","0.504102161932874","2.98803088771275e-06","0.663429027138932","1.70960403645256e-05","no value","no value","0.874110839567851","0.00208679727292708",-3
"UTX","1.00629105618019","0.842431319833003","no value","no value","no value","no value","no value","no value",0
"UVRAG","0.581108735085525","0.0160849212553802","0.835881509467363","0.916348394315917","no value","no value","1.17283542428303","0.0694420220251352",0
"UXS1","no value","no value","no value","no value","no value","no value","0.971698612880211","0.231303182518052",0
"UXT","0.59609345997822","0.5639140086756","26.4600495681872","2.51217433826136e-11","no value","no value","no value","no value",1
"VAC14","0.49215101828214","0.00235946742732368","0.61103786223301","0.767675011071096","no value","no value","0.984208798594217","0.215799973973361",-1
"VAMP1","0.43658287056048","0.00776409729835162","Inf","0.0567806899742019","no value","no value","1.17116140076256","0.007215386083305",1
"VAMP2","0.776500771779567","0.0633619181630469","1.55735483940488","0.152592049670654","no value","no value","1.11831512670286","0.0282070869360384",0
"VAMP3","0.420167262765507","1.48792831300703e-06","0.872097274194374","0.625206724642272","no value","no value","1.01763629496912","0.935521641088702",-1
"VAMP4","0.387014681058848","0.0108037059097055","Inf","0.000827669975372405","no value","no value","1.0026618279696","0.946070099684813",0
"VAMP5","1.72390289271738","0.0778003331652183","1.22292209550593","0.199110042650126","no value","no value","2.01061687300649","0.000530896269900505",2
"VAMP8","0.134884301527059","0.000859769484762416","0.750463375829345","7.71788021102108e-05","0.508680689125467","4.02648899028179e-06","0.952134463137832","0.225670863924405",-3
"VANGL1","0.74896060576684","5.10508186119759e-05","no value","no value","no value","no value","0.612524613902084","1.89223872304461e-06",-2
"VANGL2","no value","no value","no value","no value","no value","no value","5.26530633234036","0.0181764860177835",1
"VAPA","0.623948933573081","6.76459952635924e-05","1.06992510533948","0.879461948696106","no value","no value","0.994848440790919","0.596203443501933",-1
"VAPB","0.541571963607962","0.0101817738711995","2.00621721865983","0.326306904743394","no value","no value","0.914911245597063","0.0175959160040763",-2
"VARS","0.363081472958578","3.48178864181827e-05","Inf","0.0117292552672324","no value","no value","0.978079586565794","0.0454340090302609",-1
"VARS2","no value","no value","no value","no value","no value","no value","0.746300711362497","8.89769070328642e-06",-1
"VASH1","0.913073029070838","0.998295281690875","5.41267606661324","5.89101873026863e-05","no value","no value","1.19891933207047","0.0457329372406968",2
"VASH2","no value","no value","no value","no value","no value","no value","1.1124220914598","0.411888473593755",0
"VASN","no value","no value","no value","no value","no value","no value","1.12738959402344","0.0838817148943817",1
"VASP","0.503850047714605","2.18480251856407e-05","1.55364448861759","0.639003228793254","no value","no value","2.90281196028345","0.00172476856197601",0
"VAT1","0.922055513279667","0.00092290581030425","0.842866914563094","0.00318758305893969","no value","no value","1.06330489024123","0.0168137681229779",-1
"VAT1L","no value","no value","no value","no value","no value","no value","4.35480222611673","0.00173570371355875",1
"VAV1","0.468666023957975","4.25017864689932e-07","0.658319211546999","0.00022220403828385","0.316257763387675","0.000526431775846051","1.03785619975939","0.507390332184694",-3
"VAV2","0.667403544406666","2.14032694162179e-05","Inf","0.000513378727278067","1.85636554800055","0.00169637139511262","0.954821125735926","0.165737181626598",1
"VAV3","3.13321980137081","0.020505914243419","32.5255479630057","3.80035921984327e-12","no value","no value","0.498643069954027","3.79096000234547e-08",1
"VAX1","2.51046725000686","0.00399643643427144","4.77881745159607","5.15426542471497e-09","no value","no value","0.869342559885317","0.00314425678426017",1
"VAX2","1.11364203985838","0.753068912953496","2.86384175809838","0.00294301797690338","no value","no value","1.36770589280282","0.0163641931811489",2
"VBP1","0.554376932961256","0.524092552161391","Inf","3.11988398078955e-11","0.706443441604317","0.688412667933973","no value","no value",1
"VCAM1","1.05581722643967","0.681946593838707","no value","no value","no value","no value","2.21709528379367","0.000277819788429068",1
"VCAN","no value","no value","no value","no value","no value","no value","1.08605017854232","0.516342779606707",0
"VCL","0.616025376305693","0.00697595721163413","1.22698254534015","0.901983736397419","no value","no value","1.14006170707561","0.00235244929286016",0
"VCP","0.701117782380955","0.0820765242179345","1.33708196885676","0.757406978154537","no value","no value","1.0888629751297","0.148568974875609",-1
"VCPIP1","0.621920915709898","0.0010697325674941","2.8781769598753","0.0188742410220361","no value","no value","1.03059372716846","0.537760703647504",0
"VCX","1.00544224051767","0.892870683842948","no value","no value","no value","no value","no value","no value",0
"VCY","0.884248072400298","0.00293374752176575","0.699590529978953","9.14711143330883e-20","no value","no value","no value","no value",-2
"VDAC1","0.718810159961818","0.0366047710078257","0.760668849811202","0.0308069353370723","no value","no value","1.04558294182275","0.303657464292103",-2
"VDAC2","0.571432331915107","4.19584349843436e-05","Inf","0.0616138624121906","no value","no value","1.0248213949574","0.699650086656349",0
"VDAC3","0.666277666755247","0.00214834145635115","0.518609064801031","2.51544747905612e-05","no value","no value","1.0785837100053","0.377412656285618",-2
"VDR","0.44710643085179","0.00312171227148763","Inf","0.0430835875595419","no value","no value","0.928436284759515","0.00217707605056178",-1
"VEGF","0.759169373572722","0.0147507346186739","1.29573997466481","0.615496003527065","no value","no value","no value","no value",-1
"VEGFA","no value","no value","no value","no value","no value","no value","0.774204751721555","0.000889932807754084",-1
"VEGFB","0.68549978031276","0.0463423440623651","4.14988836711717","0.000446719477938773","1.12248479909735","0.52009521351759","1.02894162604008","0.563759869974022",0
